seq,sample_id,audio,gt_azimuth_deg,pred_azimuth_deg,error_deg,pred_offset_deg,pred_corrected_azimuth_deg,corrected_error_deg,distance_m
data/test/clock3,0226,data/test/clock3/audio/0226.wav,13.953177,-10.500000,24.453177,77.000000,66.500000,52.546823,1.373936
data/test/clock3,0227,data/test/clock3/audio/0227.wav,13.362996,-12.500000,25.862996,77.000000,64.500000,51.137004,1.443377
data/test/clock3,0228,data/test/clock3/audio/0228.wav,12.596885,-10.500000,23.096885,77.000000,66.500000,53.903115,1.520165
data/test/clock3,0229,data/test/clock3/audio/0229.wav,12.322424,-12.000000,24.322424,77.000000,65.000000,52.677576,1.592458
data/test/clock3,0230,data/test/clock3/audio/0230.wav,11.187239,-13.000000,24.187239,77.000000,64.000000,52.812761,1.661545
data/test/clock3,0231,data/test/clock3/audio/0231.wav,10.861361,-9.500000,20.361361,77.000000,67.500000,56.638639,1.729405
data/test/clock3,0232,data/test/clock3/audio/0232.wav,10.578126,-9.500000,20.078126,77.000000,67.500000,56.921874,1.790187
data/test/clock3,0233,data/test/clock3/audio/0233.wav,9.977100,-10.000000,19.977100,77.000000,67.000000,57.022900,1.844315
data/test/clock3,0234,data/test/clock3/audio/0234.wav,9.618313,-9.500000,19.118313,77.000000,67.500000,57.881687,1.895769
data/test/clock3,0235,data/test/clock3/audio/0235.wav,9.620504,-6.000000,15.620504,77.000000,71.000000,61.379496,1.947144
data/test/clock3,0236,data/test/clock3/audio/0236.wav,11.857879,-5.500000,17.357879,77.000000,71.500000,59.642121,1.999444
data/test/clock3,0237,data/test/clock3/audio/0237.wav,14.840563,-6.000000,20.840563,77.000000,71.000000,56.159437,2.052570
data/test/clock3,0238,data/test/clock3/audio/0238.wav,18.263361,-2.500000,20.763361,77.000000,74.500000,56.236639,2.107281
data/test/clock3,0239,data/test/clock3/audio/0239.wav,21.434795,-1.000000,22.434795,77.000000,76.000000,54.565205,2.160834
data/test/clock3,0240,data/test/clock3/audio/0240.wav,24.602376,5.000000,19.602376,77.000000,82.000000,57.397624,2.221734
data/test/clock3,0241,data/test/clock3/audio/0241.wav,28.283665,6.000000,22.283665,77.000000,83.000000,54.716335,2.282353
data/test/clock3,0242,data/test/clock3/audio/0242.wav,31.705824,9.000000,22.705824,77.000000,86.000000,54.294176,2.336172
data/test/clock3,0243,data/test/clock3/audio/0243.wav,34.859452,12.000000,22.859452,77.000000,89.000000,54.140548,2.385811
data/test/clock3,0244,data/test/clock3/audio/0244.wav,37.681993,9.000000,28.681993,77.000000,86.000000,48.318007,2.435376
data/test/clock3,0245,data/test/clock3/audio/0245.wav,40.157414,5.000000,35.157414,77.000000,82.000000,41.842586,2.481662
data/test/clock3,0246,data/test/clock3/audio/0246.wav,41.032252,8.500000,32.532252,77.000000,85.500000,44.467748,2.519336
data/test/clock3,0247,data/test/clock3/audio/0247.wav,41.372225,6.000000,35.372225,77.000000,83.000000,41.627775,2.537227
data/test/clock3,0248,data/test/clock3/audio/0248.wav,41.310876,42.500000,1.189124,77.000000,119.500000,78.189124,2.540905
data/test/clock3,0249,data/test/clock3/audio/0249.wav,41.788228,41.500000,0.288228,77.000000,118.500000,76.711772,2.536128
data/test/clock3,0250,data/test/clock3/audio/0250.wav,41.643329,41.500000,0.143329,77.000000,118.500000,76.856671,2.523031
data/test/clock3,0251,data/test/clock3/audio/0251.wav,41.894137,41.500000,0.394137,77.000000,118.500000,76.605863,2.517395
data/test/clock3,0252,data/test/clock3/audio/0252.wav,42.333048,41.500000,0.833048,77.000000,118.500000,76.166952,2.517470
data/test/clock3,0253,data/test/clock3/audio/0253.wav,42.604336,45.000000,2.395664,77.000000,122.000000,79.395664,2.522981
data/test/clock3,0254,data/test/clock3/audio/0254.wav,43.531067,39.500000,4.031067,77.000000,116.500000,72.968933,2.522265
data/test/clock3,0255,data/test/clock3/audio/0255.wav,45.732221,42.000000,3.732221,77.000000,119.000000,73.267779,2.529049
data/test/clock3,0256,data/test/clock3/audio/0256.wav,49.683564,42.000000,7.683564,77.000000,119.000000,69.316436,2.537767
data/test/clock3,0257,data/test/clock3/audio/0257.wav,55.714809,12.500000,43.214809,77.000000,89.500000,33.785191,2.556931
data/test/clock3,0258,data/test/clock3/audio/0258.wav,63.526551,10.000000,53.526551,77.000000,87.000000,23.473449,2.586162
data/test/clock3,0259,data/test/clock3/audio/0259.wav,72.748072,9.500000,63.248072,77.000000,86.500000,13.751928,2.622790
data/test/clock3,0260,data/test/clock3/audio/0260.wav,83.003266,10.000000,73.003266,77.000000,87.000000,3.996734,2.666526
data/test/clock3,0261,data/test/clock3/audio/0261.wav,94.744484,8.500000,86.244484,77.000000,85.500000,9.244484,2.723197
data/test/clock3,0262,data/test/clock3/audio/0262.wav,107.549989,8.000000,99.549989,77.000000,85.000000,22.549989,2.785919
data/test/clock3,0263,data/test/clock3/audio/0263.wav,121.347832,7.000000,114.347832,77.000000,84.000000,37.347832,2.847519
data/test/clock3,0264,data/test/clock3/audio/0264.wav,134.869598,58.500000,76.369598,77.000000,135.500000,0.630402,2.905432
data/test/clock3,0265,data/test/clock3/audio/0265.wav,148.774853,59.000000,89.774853,77.000000,136.000000,12.774853,2.952885
data/test/clock3,0266,data/test/clock3/audio/0266.wav,161.186222,2.000000,159.186222,77.000000,79.000000,82.186222,2.982477
data/test/clock3,0267,data/test/clock3/audio/0267.wav,170.694719,59.500000,111.194719,77.000000,136.500000,34.194719,2.997809
data/test/clock3,0268,data/test/clock3/audio/0268.wav,175.930674,59.500000,116.430674,77.000000,136.500000,39.430674,3.006304
data/test/clock3,0269,data/test/clock3/audio/0269.wav,176.993848,61.000000,115.993848,77.000000,138.000000,38.993848,3.006113
data/test/clock3,0270,data/test/clock3/audio/0270.wav,176.289122,61.000000,115.289122,77.000000,138.000000,38.289122,3.006392
data/test/clock3,0271,data/test/clock3/audio/0271.wav,175.741232,61.500000,114.241232,77.000000,138.500000,37.241232,3.008619
data/test/clock3,0272,data/test/clock3/audio/0272.wav,175.839614,66.000000,109.839614,77.000000,143.000000,32.839614,3.007830
data/test/clock3,0273,data/test/clock3/audio/0273.wav,175.546722,67.500000,108.046722,77.000000,144.500000,31.046722,3.005900
data/test/clock3,0274,data/test/clock3/audio/0274.wav,175.474171,88.500000,86.974171,77.000000,165.500000,9.974171,3.006091
data/test/clock3,0275,data/test/clock3/audio/0275.wav,175.424366,171.000000,4.424366,77.000000,-112.000000,72.575634,3.000890
data/test/clock3,0276,data/test/clock3/audio/0276.wav,175.334972,178.500000,3.165028,77.000000,-104.500000,80.165028,2.986089
data/test/clock3,0277,data/test/clock3/audio/0277.wav,175.296218,178.500000,3.203782,77.000000,-104.500000,80.203782,2.963515
data/test/clock3,0278,data/test/clock3/audio/0278.wav,174.899233,178.500000,3.600767,77.000000,-104.500000,80.600767,2.928279
data/test/clock3,0279,data/test/clock3/audio/0279.wav,175.052093,176.000000,0.947907,77.000000,-107.000000,77.947907,2.884365
data/test/clock3,0280,data/test/clock3/audio/0280.wav,174.984857,176.000000,1.015143,77.000000,-107.000000,78.015143,2.832726
data/test/clock3,0281,data/test/clock3/audio/0281.wav,175.207234,176.000000,0.792766,77.000000,-107.000000,77.792766,2.773417
data/test/clock3,0282,data/test/clock3/audio/0282.wav,174.618540,174.500000,0.118540,77.000000,-108.500000,76.881460,2.714132
data/test/clock3,0283,data/test/clock3/audio/0283.wav,172.735839,174.500000,1.764161,77.000000,-108.500000,78.764161,2.661269
data/test/clock3,0284,data/test/clock3/audio/0284.wav,170.880459,174.500000,3.619541,77.000000,-108.500000,80.619541,2.611713
data/test/clock3,0285,data/test/clock3/audio/0285.wav,168.382482,168.000000,0.382482,77.000000,-115.000000,76.617518,2.560748
data/test/clock3,0286,data/test/clock3/audio/0286.wav,165.819412,169.500000,3.680588,77.000000,-113.500000,80.680588,2.517111
data/test/clock3,0287,data/test/clock3/audio/0287.wav,163.358085,167.500000,4.141915,77.000000,-115.500000,81.141915,2.476092
data/test/clock3,0288,data/test/clock3/audio/0288.wav,161.610404,161.500000,0.110404,77.000000,-121.500000,76.889596,2.435632
data/test/clock3,0289,data/test/clock3/audio/0289.wav,160.483914,167.500000,7.016086,77.000000,-115.500000,84.016086,2.393851
data/test/clock3,0290,data/test/clock3/audio/0290.wav,160.312272,168.000000,7.687728,77.000000,-115.000000,84.687728,2.355876
data/test/clock3,0291,data/test/clock3/audio/0291.wav,160.455350,169.500000,9.044650,77.000000,-113.500000,86.044650,2.314202
data/test/clock3,0292,data/test/clock3/audio/0292.wav,161.090845,168.500000,7.409155,77.000000,-114.500000,84.409155,2.276432
data/test/clock3,0293,data/test/clock3/audio/0293.wav,161.936859,169.500000,7.563141,77.000000,-113.500000,84.563141,2.233433
data/test/clock3,0294,data/test/clock3/audio/0294.wav,163.630951,171.500000,7.869049,77.000000,-111.500000,84.869049,2.201901
data/test/clock3,0295,data/test/clock3/audio/0295.wav,165.663506,168.500000,2.836494,77.000000,-114.500000,79.836494,2.163168
data/test/clock3,0296,data/test/clock3/audio/0296.wav,167.806833,171.000000,3.193167,77.000000,-112.000000,80.193167,2.125948
data/test/clock3,0297,data/test/clock3/audio/0297.wav,169.890683,172.500000,2.609317,77.000000,-110.500000,79.609317,2.092318
data/test/clock3,0298,data/test/clock3/audio/0298.wav,171.784162,174.500000,2.715838,77.000000,-108.500000,79.715838,2.064513
data/test/clock3,0299,data/test/clock3/audio/0299.wav,173.392903,172.500000,0.892903,77.000000,-110.500000,76.107097,2.045302
data/test/clock3,0300,data/test/clock3/audio/0300.wav,174.766700,172.500000,2.266700,77.000000,-110.500000,74.733300,2.030315
data/test/clock3,0301,data/test/clock3/audio/0301.wav,175.853343,174.500000,1.353343,77.000000,-108.500000,75.646657,2.019183
data/test/clock3,0302,data/test/clock3/audio/0302.wav,176.754135,174.500000,2.254135,77.000000,-108.500000,74.745865,2.006051
data/test/clock3,0303,data/test/clock3/audio/0303.wav,178.025766,174.500000,3.525766,77.000000,-108.500000,73.474234,1.989215
data/test/clock3,0304,data/test/clock3/audio/0304.wav,179.455243,174.000000,5.455243,77.000000,-109.000000,71.544757,1.975216
data/test/clock3,0305,data/test/clock3/audio/0305.wav,-179.077042,177.000000,3.922958,77.000000,-106.000000,73.077042,1.959225
data/test/clock3,0306,data/test/clock3/audio/0306.wav,-177.346121,178.500000,4.153879,77.000000,-104.500000,72.846121,1.950216
data/test/clock3,0307,data/test/clock3/audio/0307.wav,-175.273897,-180.000000,4.726103,77.000000,-103.000000,72.273897,1.928044
data/test/clock3,0308,data/test/clock3/audio/0308.wav,-172.708641,-180.000000,7.291359,77.000000,-103.000000,69.708641,1.902854
data/test/clock3,0309,data/test/clock3/audio/0309.wav,-169.981251,-180.000000,10.018749,77.000000,-103.000000,66.981251,1.877620
data/test/clock3,0310,data/test/clock3/audio/0310.wav,-167.453794,-177.500000,10.046206,77.000000,-100.500000,66.953794,1.846823
data/test/clock3,0311,data/test/clock3/audio/0311.wav,-164.673402,-175.000000,10.326598,77.000000,-98.000000,66.673402,1.821147
data/test/clock3,0312,data/test/clock3/audio/0312.wav,-161.781568,-172.000000,10.218432,77.000000,-95.000000,66.781568,1.795560
data/test/clock3,0313,data/test/clock3/audio/0313.wav,-159.180400,-172.500000,13.319600,77.000000,-95.500000,63.680400,1.769437
data/test/clock3,0314,data/test/clock3/audio/0314.wav,-156.123303,-167.500000,11.376697,77.000000,-90.500000,65.623303,1.744984
data/test/clock3,0315,data/test/clock3/audio/0315.wav,-153.389984,-167.500000,14.110016,77.000000,-90.500000,62.889984,1.725335
data/test/clock3,0316,data/test/clock3/audio/0316.wav,-150.463111,-167.500000,17.036889,77.000000,-90.500000,59.963111,1.703025
data/test/clock3,0317,data/test/clock3/audio/0317.wav,-147.759026,-164.500000,16.740974,77.000000,-87.500000,60.259026,1.676239
data/test/clock3,0318,data/test/clock3/audio/0318.wav,-145.214179,-164.500000,19.285821,77.000000,-87.500000,57.714179,1.650974
data/test/clock3,0319,data/test/clock3/audio/0319.wav,-142.383312,-161.000000,18.616688,77.000000,-84.000000,58.383312,1.628138
data/test/clock3,0320,data/test/clock3/audio/0320.wav,-139.408396,-163.500000,24.091604,77.000000,-86.500000,52.908396,1.604602
data/test/clock3,0321,data/test/clock3/audio/0321.wav,-136.184656,-166.000000,29.815344,77.000000,-89.000000,47.184656,1.577870
data/test/clock3,0322,data/test/clock3/audio/0322.wav,-132.620704,-164.000000,31.379296,77.000000,-87.000000,45.620704,1.549235
data/test/clock3,0323,data/test/clock3/audio/0323.wav,-129.625693,-165.500000,35.874307,77.000000,-88.500000,41.125693,1.528362
data/test/clock3,0324,data/test/clock3/audio/0324.wav,-125.967403,-118.000000,7.967403,77.000000,-41.000000,84.967403,1.504725
data/test/clock3,0325,data/test/clock3/audio/0325.wav,-123.219208,-119.500000,3.719208,77.000000,-42.500000,80.719208,1.481849
data/test/clock3,0326,data/test/clock3/audio/0326.wav,-120.788590,-117.500000,3.288590,77.000000,-40.500000,80.288590,1.462159
data/test/clock3,0327,data/test/clock3/audio/0327.wav,-118.822834,-117.500000,1.322834,77.000000,-40.500000,78.322834,1.438440
data/test/clock3,0328,data/test/clock3/audio/0328.wav,-118.619936,-116.500000,2.119936,77.000000,-39.500000,79.119936,1.425831
data/test/clock3,0329,data/test/clock3/audio/0329.wav,-119.347652,-120.000000,0.652348,77.000000,-43.000000,76.347652,1.415342
data/test/clock3,0330,data/test/clock3/audio/0330.wav,-120.058784,-129.000000,8.941216,77.000000,-52.000000,68.058784,1.402752
data/test/clock3,0331,data/test/clock3/audio/0331.wav,-120.321787,-140.000000,19.678213,77.000000,-63.000000,57.321787,1.384222
data/test/clock3,0332,data/test/clock3/audio/0332.wav,-121.132558,-146.500000,25.367442,77.000000,-69.500000,51.632558,1.360543
data/test/clock3,0333,data/test/clock3/audio/0333.wav,-122.341379,-149.500000,27.158621,77.000000,-72.500000,49.841379,1.343526
data/test/clock3,0334,data/test/clock3/audio/0334.wav,-122.871497,-152.000000,29.128503,77.000000,-75.000000,47.871497,1.326087
data/test/clock3,0335,data/test/clock3/audio/0335.wav,-123.641259,-157.500000,33.858741,77.000000,-80.500000,43.141259,1.307242
data/test/clock3,0336,data/test/clock3/audio/0336.wav,-124.487806,-162.000000,37.512194,77.000000,-85.000000,39.487806,1.290506
data/test/clock3,0337,data/test/clock3/audio/0337.wav,-125.328862,-162.500000,37.171138,77.000000,-85.500000,39.828862,1.272899
data/test/clock3,0338,data/test/clock3/audio/0338.wav,-126.231485,-162.500000,36.268515,77.000000,-85.500000,40.731485,1.262316
data/test/clock3,0339,data/test/clock3/audio/0339.wav,-127.400008,-165.500000,38.099992,77.000000,-88.500000,38.900008,1.244246
data/test/clock3,0340,data/test/clock3/audio/0340.wav,-127.980888,-167.000000,39.019112,77.000000,-90.000000,37.980888,1.244291
data/test/clock3,0341,data/test/clock3/audio/0341.wav,-128.620713,-168.000000,39.379287,77.000000,-91.000000,37.620713,1.235940
data/test/clock3,0342,data/test/clock3/audio/0342.wav,-129.164328,-169.500000,40.335672,77.000000,-92.500000,36.664328,1.227996
data/test/clock3,0343,data/test/clock3/audio/0343.wav,-129.859545,-171.000000,41.140455,77.000000,-94.000000,35.859545,1.221046
data/test/clock3,0344,data/test/clock3/audio/0344.wav,-130.160620,-173.000000,42.839380,77.000000,-96.000000,34.160620,1.217144
data/test/clock3,0345,data/test/clock3/audio/0345.wav,-130.839418,-173.000000,42.160582,77.000000,-96.000000,34.839418,1.201911
data/test/clock3,0346,data/test/clock3/audio/0346.wav,-131.909244,-175.000000,43.090756,77.000000,-98.000000,33.909244,1.191776
data/test/clock3,0347,data/test/clock3/audio/0347.wav,-132.857220,-175.000000,42.142780,77.000000,-98.000000,34.857220,1.181650
data/test/clock3,0348,data/test/clock3/audio/0348.wav,-134.363222,-178.000000,43.636778,77.000000,-101.000000,33.363222,1.170999
data/test/clock3,0349,data/test/clock3/audio/0349.wav,-135.665507,-179.000000,43.334493,77.000000,-102.000000,33.665507,1.156162
data/test/clock3,0350,data/test/clock3/audio/0350.wav,-137.326240,178.000000,44.673760,77.000000,-105.000000,32.326240,1.144071
data/test/clock3,0351,data/test/clock3/audio/0351.wav,-138.662662,177.000000,44.337338,77.000000,-106.000000,32.662662,1.129988
data/test/clock3,0352,data/test/clock3/audio/0352.wav,-139.827838,177.000000,43.172162,77.000000,-106.000000,33.827838,1.118068
data/test/clock3,0353,data/test/clock3/audio/0353.wav,-141.447071,177.000000,41.552929,77.000000,-106.000000,35.447071,1.109576
data/test/clock3,0354,data/test/clock3/audio/0354.wav,-142.674251,176.000000,41.325749,77.000000,-107.000000,35.674251,1.104303
data/test/clock3,0355,data/test/clock3/audio/0355.wav,-143.653481,174.000000,42.346519,77.000000,-109.000000,34.653481,1.096558
data/test/clock3,0356,data/test/clock3/audio/0356.wav,-145.071032,173.000000,41.928968,77.000000,-110.000000,35.071032,1.086723
data/test/clock3,0357,data/test/clock3/audio/0357.wav,-146.494403,172.000000,41.505597,77.000000,-111.000000,35.494403,1.076602
data/test/clock3,0358,data/test/clock3/audio/0358.wav,-147.799625,170.500000,41.700375,77.000000,-112.500000,35.299625,1.060865
data/test/clock3,0359,data/test/clock3/audio/0359.wav,-148.996151,169.000000,42.003849,77.000000,-114.000000,34.996151,1.042804
data/test/clock3,0360,data/test/clock3/audio/0360.wav,-150.302110,166.500000,43.197890,77.000000,-116.500000,33.802110,1.034971
data/test/clock3,0361,data/test/clock3/audio/0361.wav,-151.703269,165.000000,43.296731,77.000000,-118.000000,33.703269,1.016047
data/test/clock3,0362,data/test/clock3/audio/0362.wav,-152.940216,165.000000,42.059784,77.000000,-118.000000,34.940216,0.997505
data/test/clock3,0363,data/test/clock3/audio/0363.wav,-153.994538,161.000000,45.005462,77.000000,-122.000000,31.994538,0.974820
data/test/clock3,0364,data/test/clock3/audio/0364.wav,-155.099020,158.500000,46.400980,77.000000,-124.500000,30.599020,0.955784
data/test/clock3,0365,data/test/clock3/audio/0365.wav,-156.731927,156.000000,47.268073,77.000000,-127.000000,29.731927,0.930989
data/test/clock3,0366,data/test/clock3/audio/0366.wav,-158.090274,152.500000,49.409726,77.000000,-130.500000,27.590274,0.914598
data/test/clock3,0367,data/test/clock3/audio/0367.wav,-159.390169,149.000000,51.609831,77.000000,-134.000000,25.390169,0.893077
data/test/clock3,0368,data/test/clock3/audio/0368.wav,-160.334156,149.000000,50.665844,77.000000,-134.000000,26.334156,0.878253
data/test/clock3,0369,data/test/clock3/audio/0369.wav,-161.601279,146.500000,51.898721,77.000000,-136.500000,25.101279,0.856223
data/test/clock3,0370,data/test/clock3/audio/0370.wav,-162.608827,142.500000,54.891173,77.000000,-140.500000,22.108827,0.837151
data/test/clock3,0371,data/test/clock3/audio/0371.wav,-163.927409,138.500000,57.572591,77.000000,-144.500000,19.427409,0.811278
data/test/clock3,0372,data/test/clock3/audio/0372.wav,-164.775500,136.500000,58.724500,77.000000,-146.500000,18.275500,0.786035
data/test/clock3,0373,data/test/clock3/audio/0373.wav,-166.099272,135.000000,58.900728,77.000000,-148.000000,18.099272,0.768299
data/test/clock3,0374,data/test/clock3/audio/0374.wav,-166.948811,133.000000,60.051189,77.000000,-150.000000,16.948811,0.743736
data/test/clock3,0375,data/test/clock3/audio/0375.wav,-168.337744,130.500000,61.162256,77.000000,-152.500000,15.837744,0.726172
data/test/clock3,0376,data/test/clock3/audio/0376.wav,-169.264655,129.500000,61.235345,77.000000,-153.500000,15.764655,0.710728
data/test/clock3,0377,data/test/clock3/audio/0377.wav,-170.151979,127.500000,62.348021,77.000000,-155.500000,14.651979,0.689918
data/test/clock3,0378,data/test/clock3/audio/0378.wav,-170.970276,122.500000,66.529724,77.000000,-160.500000,10.470276,0.668672
data/test/clock3,0379,data/test/clock3/audio/0379.wav,-171.715641,121.500000,66.784359,77.000000,-161.500000,10.215641,0.653181
data/test/clock3,0380,data/test/clock3/audio/0380.wav,-172.719993,119.500000,67.780007,77.000000,-163.500000,9.219993,0.636512
data/test/clock3,0381,data/test/clock3/audio/0381.wav,-173.734399,118.500000,67.765601,77.000000,-164.500000,9.234399,0.605696
data/test/clock3,0382,data/test/clock3/audio/0382.wav,-174.865233,117.000000,68.134767,77.000000,-166.000000,8.865233,0.586760
data/test/clock3,0383,data/test/clock3/audio/0383.wav,-176.040230,112.500000,71.459770,77.000000,-170.500000,5.540230,0.571574
data/test/clock3,0384,data/test/clock3/audio/0384.wav,-177.972354,110.000000,72.027646,77.000000,-173.000000,4.972354,0.548225
data/test/clock3,0385,data/test/clock3/audio/0385.wav,-179.151012,107.500000,73.348988,77.000000,-175.500000,3.651012,0.532180
data/test/clock3,0386,data/test/clock3/audio/0386.wav,-179.767191,105.500000,74.732809,77.000000,-177.500000,2.267191,0.514993
data/test/clock3,0387,data/test/clock3/audio/0387.wav,179.532315,104.500000,75.032315,77.000000,-178.500000,1.967685,0.488727
data/test/clock3,0388,data/test/clock3/audio/0388.wav,179.490131,104.500000,74.990131,77.000000,-178.500000,2.009869,0.474978
data/test/clock3,0389,data/test/clock3/audio/0389.wav,178.842602,102.000000,76.842602,77.000000,179.000000,0.157398,0.469736
data/test/clock3,0390,data/test/clock3/audio/0390.wav,179.408388,102.500000,76.908388,77.000000,179.500000,0.091612,0.472003
data/test/clock3,0391,data/test/clock3/audio/0391.wav,179.626257,102.500000,77.126257,77.000000,179.500000,0.126257,0.479693
data/test/clock3,0392,data/test/clock3/audio/0392.wav,-179.999021,102.500000,77.500979,77.000000,179.500000,0.500979,0.477242
data/test/clock3,0393,data/test/clock3/audio/0393.wav,-179.583418,105.500000,74.916582,77.000000,-177.500000,2.083418,0.477969
data/test/clock3,0394,data/test/clock3/audio/0394.wav,-179.831340,105.500000,74.668660,77.000000,-177.500000,2.331340,0.478960
data/test/clock3,0395,data/test/clock3/audio/0395.wav,179.789225,103.500000,76.289225,77.000000,-179.500000,0.710775,0.476999
data/test/clock3,0396,data/test/clock3/audio/0396.wav,178.499003,105.500000,72.999003,77.000000,-177.500000,4.000997,0.473852
data/test/clock3,0397,data/test/clock3/audio/0397.wav,178.399569,105.000000,73.399569,77.000000,-178.000000,3.600431,0.475344
data/test/clock3,0398,data/test/clock3/audio/0398.wav,178.519876,105.000000,73.519876,77.000000,-178.000000,3.480124,0.473014
data/test/clock3,0399,data/test/clock3/audio/0399.wav,178.943539,103.500000,75.443539,77.000000,-179.500000,1.556461,0.476895
data/test/clock3,0400,data/test/clock3/audio/0400.wav,179.520895,105.500000,74.020895,77.000000,-177.500000,2.979105,0.475978
data/test/clock3,0401,data/test/clock3/audio/0401.wav,179.529186,105.500000,74.029186,77.000000,-177.500000,2.970814,0.479394
data/test/clock3,0402,data/test/clock3/audio/0402.wav,179.229847,105.500000,73.729847,77.000000,-177.500000,3.270153,0.481731
data/test/clock3,0403,data/test/clock3/audio/0403.wav,179.124020,105.500000,73.624020,77.000000,-177.500000,3.375980,0.485517
data/test/clock3,0404,data/test/clock3/audio/0404.wav,179.225434,105.500000,73.725434,77.000000,-177.500000,3.274566,0.487537
data/test/clock3,0405,data/test/clock3/audio/0405.wav,178.728155,107.000000,71.728155,77.000000,-176.000000,5.271845,0.485467
data/test/clock3,0406,data/test/clock3/audio/0406.wav,178.901574,105.500000,73.401574,77.000000,-177.500000,3.598426,0.481265
data/test/clock3,0407,data/test/clock3/audio/0407.wav,179.220762,105.500000,73.720762,77.000000,-177.500000,3.279238,0.480971
data/test/clock3,0408,data/test/clock3/audio/0408.wav,179.659547,106.000000,73.659547,77.000000,-177.000000,3.340453,0.484025
data/test/clock3,0409,data/test/clock3/audio/0409.wav,179.511660,108.000000,71.511660,77.000000,-175.000000,5.488340,0.476902
data/test/clock3,0410,data/test/clock3/audio/0410.wav,179.761003,107.500000,72.261003,77.000000,-175.500000,4.738997,0.482235
data/test/clock3,0411,data/test/clock3/audio/0411.wav,-179.711293,107.500000,72.788707,77.000000,-175.500000,4.211293,0.478280
data/test/clock3,0412,data/test/clock3/audio/0412.wav,180.000005,105.000000,75.000005,77.000000,-178.000000,1.999995,0.480000
